unitid,opeid,instnm,stabbr,iheType,iheControl,pctNative,pctAsian,pctBlack,pctHispanic,pctIslander,pctWhite,pctMultRaces,pctFullTime,pctPartTime,pctPell,hbcu,pbi,annhi,tribal,aanapii,hsi,nanti,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,state,awardedAmountsStudentAid,awardedAmountsInstitutional,awardedAmountsHbcu,awardedAmountsTccu,awardedAmountsMsi,awardedAmountsSip,awardedAmountsSaihe,awardedAmountsFipse,awardedAmountsProprietary,awards,ugFtPellEnrolled,ugFtNonPellEnrolled,ugPtPellEnrolled,ugPtNonPellEnrolled,gFtEnrolled,gPtEnrolled,distributed_to_more_than_enrolled,ugFtPellHeerRecipients,ugFtNonPellHeerRecipients,ugPtPellHeerRecipients,gFtHeerRecipients,gPtHeerRecipients,allStudentsHeerRecipients,a1InstitutionalDirectTotal,a2DirectUgFtPell,a2DirectUgFtNonPell,a2DirectUgPtPell,a2DirectUgPtNonPell,a2DirectGFt,a2DirectGPt,a2DirectTotal,a3DirectUgFtPell,a3DirectUgFtNonPell,a3DirectUgPtPell,a3DirectUgPtNonPell,a3DirectGFt,a3DirectGPt,a3DirectTotal,a4DirectUgFtPell,a4DirectUgFtNonPell,a4DirectUgPtPell,a4DirectUgPtNonPell,a4DirectGFt,a4DirectGPt,a4DirectTotal,minimumAwardUgFtPell,minimumAwardUgFtNonPell,minimumAwardUgPtPell,minimumAwardUgPtNonPell,minimumAwardGFt,minimumAwardGPt,minimumAward,maximumAwardUgFtPell,maximumAwardUgFtNonPell,maximumAwardUgPtPell,maximumAwardUgPtNonPell,maximumAwardGFt,maximumAwardGPt,maximumAward,ugFtPellGrantAmountTotal,ugFtNonPellGrantAmountTotal,ugPtPellGrantAmountTotal,ugPtNonPellGrantAmountTotal,gFtGrantAmountTotal,gPtGrantAmountTotal,allStudentsGrantAmountTotal,ugFtPellAverageHeerAmount,ugFtNonPellAverageHeerAmount,ugPtPellAverageHeerAmount,ugPtNonPellAverageHeerAmount,gFtAverageHeerAmount,gPtAverageHeerAmount,allStudentsAverageHeerAmount,nEnrolledStudentsNotEligibleTitleIV,pEnrolledStudentsNotEligibleTitleIV,nStudentsReceivedGrantsNotEligibleTitleIV,pStudentsGrantedHeerNotEligibleTitleIV,aiEnrolledStudentCount,aEnrolledStudentCount,bEnrolledStudentCount,hEnrolledStudentCount,nhEnrolledStudentCount,wEnrolledStudentCount,tmrEnrolledStudentCount,urEnrolledStudentCount,nrEnrolledStudentCount,ncrEnrolledStudentCount,mEnrolledStudentCount,woEnrolledStudentCount,ncgEnrolledStudentCount,tfoEnrolledStudentCount,tfyEnrolledStudentCount,aiReceivedAidGrant,aReceivedAidGrant,bReceivedAidGrant,hReceivedAidGrant,nhReceivedAidGrant,wReceivedAidGrant,tmrReceivedAidGrant,urReceivedAidGrant,nrReceivedAidGrant,ncrReceivedAidGrant,mReceivedAidGrant,woReceivedAidGrant,ncgReceivedAidGrant,tfoReceivedAidGrant,tfyReceivedAidGrant,aiTotalAmountOfGrants,aTotalAmountOfGrants,bTotalAmountOfGrants,hTotalAmountOfGrants,nhTotalAmountOfGrants,wTotalAmountOfGrants,tmrTotalAmountOfGrants,urTotalAmountOfGrants,nrTotalAmountOfGrants,ncrTotalAmountOfGrants,mTotalAmountOfGrants,woTotalAmountOfGrants,ncgTotalAmountOfGrants,tfoTotalAmountOfGrants,tfyTotalAmountOfGrants,aiAverageHeerfAward,aAverageHeerfAward,bAverageHeerfAward,hAverageHeerfAward,nhAverageHeerfAward,wAverageHeerfAward,tmrAverageHeerfAward,urAverageHeerfAward,nrAverageHeerfAward,ncrAverageHeerfAward,mAverageHeerfAward,woAverageHeerfAward,ncgAverageHeerfAward,tfoAverageHeerfAward,tfyAverageHeerfAward,enroll2021Ug,enroll2021UgW,enroll2021G,enroll2021GW,enroll2020Ug,enroll2020UgW,enroll2020G,enroll2020GW,enroll2019Ug,enroll2019UgW,enroll2019UgC,enroll2019UgSe,enroll2019G,enroll2019GW,MSI_Count,MSI_Flag
223898,00355300,Cisco College,TX,2 Year,Public,0.002,0.013,0.081,0.28,0.007,0.538,0.039,NA,NA,0.618,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,5167703,6959135,0,0,672388,0,0,0,0,"P425E202897 (Student Aid) / $5,167,703|P425F202393 (Institutional Portion) / $6,959,135|P425L200335 (Minority Serving Institutions) / $672,388",1048,1084,NA,2427,NA,NA,0,1034,945,NA,NA,NA,3974,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,500,306,306,102,0,0,102,3304,2998,2182,2182,0,0,3304,1574416,1323149,1085520,252460,0,0,4235545,1522.646034816247,1400.157671957672,NA,147.1212121212121,NA,NA,1065.814041268243,1891,0.385839624566415,1255,0.3158027176648213,14,66,381,1340,32,2860,185,NA,19,NA,NA,3075,NA,NA,3809,13,52,322,1104,28,2283,155,NA,14,NA,NA,2500,NA,NA,3104,10606,56352,424492,1198788,30448,2312781,180610,NA,19082,NA,NA,2688503,NA,NA,3223041,815.8461538461538,1083.692307692308,1318.298136645963,1085.858695652174,1087.428571428571,1013.044678055191,1165.225806451613,NA,1363,NA,NA,1075.4012,NA,NA,1038.350837628866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
480888,04187800,CyberTex Institute of Technology,TX,Less Than 2 Year,Private For-Profit,0,0.034,0.385,0.304,0,0.269,0.008,NA,NA,0.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,232774,232774,0,0,0,0,0,0,588992,"P425E203290 (Student Aid) / $232,774|P425F201112 (Institutional Portion) / $232,774|P425Q211113 (Proprietary Institutions Grant Funds for Students) / $588,992",332,NA,NA,NA,NA,NA,0,332,NA,NA,NA,NA,362,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,120600,13500,0,0,0,0,134100,500,500,0,0,0,0,500,1250,1250,0,0,0,0,1250,380140,69760,0,0,0,0,449900,1145,NA,NA,NA,NA,NA,1242.817679558011,30,0.08287292817679558,30,0.08287292817679558,NA,NA,142,138,NA,73,NA,NA,NA,NA,NA,276,NA,314,NA,NA,NA,142,138,NA,73,NA,NA,NA,NA,NA,276,NA,314,NA,NA,NA,177500,172500,NA,91250,NA,NA,NA,NA,NA,345000,NA,392500,NA,NA,NA,1250,1250,NA,1250,NA,NA,NA,NA,NA,1250,NA,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
458043,04154800,DuVall's School of Cosmetology,TX,Less Than 2 Year,Private For-Profit,0,0.016,0.23,0.23,0,0.454,0.066,NA,NA,0.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,97694,97694,0,0,0,0,0,0,65181,"P425E205721 (Student Aid) / $97,694|P425F204953 (Institutional Portion) / $97,694|P425Q211343 (Proprietary Institutions Grant Funds for Students) / $65,181",82,43,40,NA,NA,NA,0,38,20,26,NA,NA,98,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,20824,8200,14248,5740,0,0,49012,548,410,548,410,0,0,410,548,410,548,410,0,0,548,20824,8200,14248,5740,0,0,49012,548,410,548,NA,NA,NA,500.1224489795918,34,0.1818181818181818,15,0.1530612244897959,NA,NA,45,35,NA,90,11,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,26,21,NA,39,7,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,13420,10404,NA,19164,3422,NA,NA,NA,NA,NA,NA,NA,28334,NA,NA,516.1538461538462,495.4285714285714,NA,491.3846153846154,488.8571428571428,NA,NA,NA,NA,NA,NA,NA,488.5172413793103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
225991,02318200,KD Conservatory College of Film and Dramatic Arts,TX,2 Year,Private For-Profit,0,0.016,0.384,0.232,0.008,0.288,0.024,NA,NA,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,111582,111582,0,0,0,0,0,0,0,"P425E203661 (Student Aid) / $111,582|P425F202070 (Institutional Portion) / $111,582",81,NA,NA,NA,NA,NA,0,23,NA,NA,NA,NA,29,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,400,400,0,0,0,0,400,2299.31,1499.31,0,0,0,0,2299.31,63986.2,9795.86,0,0,0,0,73782.06,2782.008695652174,NA,NA,NA,NA,NA,2544.208965517241,NA,NA,NA,NA,NA,NA,52,26,NA,48,NA,NA,NA,NA,NA,65,NA,NA,82,NA,NA,26,10,NA,17,NA,NA,NA,NA,32,NA,NA,NA,39,NA,NA,42292.41,10296.55,NA,15493.79,NA,NA,NA,NA,31293.79,NA,NA,NA,46889.65,NA,NA,1626.631153846154,1029.655,NA,911.399411764706,NA,NA,NA,NA,NA,1010.881111111111,NA,NA,1202.298717948718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
485360,04239700,The Vocational Nursing Institute Inc,TX,Less Than 2 Year,Private Not-For-Profit,0,0.149,0.532,0.298,0,0.021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,59979,90346,0,0,0,0,0,238500,0,"P425E204476 (Student Aid) / $59,979|P425F203418 (Institutional Portion) / $90,346|P425N200934 (Fund for the Improvement of Postsecondary Education) / $238,500",13,NA,NA,NA,NA,NA,0,13,NA,NA,NA,NA,23,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4000,2461.78,0,0,0,0,2461.78,4000,2461.78,0,0,0,0,4000,52000,17000,0,0,0,0,69000,4000,NA,NA,NA,NA,NA,3000,4,0.1739130434782609,NA,NA,NA,NA,13,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40308.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3359.075,NA,NA,2974.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
430704,03179500,Texas Health and Science University,TX,4 Year,Private For-Profit,0,0.295,0.034,0.089,0.007,0.144,0.007,0.904,0.096,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,29708,29708,0,0,0,0,0,0,87216,"P425E205219 (Student Aid) / $29,708|P425F203568 (Institutional Portion) / $29,708|P425Q210059 (Proprietary Institutions Grant Funds for Students) / $87,216",NA,8,NA,NA,82,NA,0,NA,NA,NA,56,NA,63,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,6214,4800,0,0,45512,0,56526,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,8140,4800,0,0,45512,0,58452,NA,NA,NA,NA,812.7142857142857,NA,927.8095238095239,NA,NA,NA,NA,NA,41,6,NA,NA,38,NA,7,NA,NA,NA,65,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
222992,01201500,Austin Community College District,TX,4 Year,Public,0.004,0.084,0.078,0.364,0.002,0.415,0.038,0.225,0.775,0.351,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,43347952,61435151,0,0,5955415,0,0,0,0,"P425E200027 (Student Aid) / $43,347,952|P425F200402 (Institutional Portion) / $61,435,151|P425L200660 (Minority Serving Institutions) / $5,955,415|P425M200063 (Strengthening Institutions Program) / $0",NA,8850,7088,41280,NA,NA,0,2568,NA,3471,NA,NA,10778,9307652.120000001,250419.16,80000,213411,83830,0,0,627660.16,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,200,200,110,13.66,0,0,13.66,12941.16,12500,13855,10000,0,0,13855,10078434.7,3806215.4,12223300.33,9191910.79,0,0,35299861.22,3924.62410436137,NA,3521.550080668395,2662.007179264408,NA,NA,3275.177326034515,37553,0.6080275897801237,1553,0.1440898125811839,260,5176,4895,22664,NA,25506,2230,388,535,NA,NA,36267,NA,NA,41623,54,625,1584,4648,NA,3325,366,92,64,NA,NA,7232,NA,5607,NA,187113.4,2110782.2,5753709.11,14644739.91,NA,10797278.55,1237024.77,327684.15,177884.89,NA,NA,23921693.62,NA,1988453,NA,3465.062962962963,3377.25152,3632.39211489899,3150.761598537005,NA,3247.301819548873,3379.849098360656,3561.784239130435,2779.45140625,NA,NA,3307.756308075222,NA,NA,2981.111160317153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
228608,00362700,Temple College,TX,2 Year,Public,0.003,0.022,0.15,0.302,0.004,0.457,0.032,NA,NA,0.516,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,8520255,11550409,0,0,1096803,0,0,0,0,"P425E203441 (Student Aid) / $8,520,255|P425F201539 (Institutional Portion) / $11,550,409|P425L200591 (Minority Serving Institutions) / $1,096,803",1597,1625,NA,2640,NA,NA,0,1589,1548,NA,NA,NA,4414,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,300,300,1.52,2,0,0,1.52,3452,4149,3252,2355,0,0,4149,1968203.54,1556385.65,494875.72,415593.6,0,0,4435058.51,1238.642882315922,1005.417086563307,NA,636.4373660030627,NA,NA,1004.770845038514,2847,0.4104671280276816,1170,0.2650657000453104,NA,140,969,2166,22,3087,297,239,NA,NA,NA,4675,NA,NA,4423,NA,97,742,1381,19,1797,194,174,NA,NA,NA,3097,NA,NA,2581,NA,90774.17,746435.95,1406663.29,18144.6,1747873,224177.12,189669.39,NA,NA,NA,3135811.02,NA,NA,2626307.66,NA,935.8161855670103,1005.978369272237,1018.583120926865,954.978947368421,972.6616583194212,1155.552164948454,1090.053965517242,NA,NA,NA,1012.531811430416,NA,NA,1017.554304533127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
227289,00359500,Oblate School of Theology,TX,4 Year,Private Not-For-Profit,0,0.05,0.109,0.378,0,0.218,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,0,0,0,0,0,0,0,460169,0,"P425N200213 (Fund for the Improvement of Postsecondary Education) / $460,169",NA,NA,NA,NA,137,NA,0,NA,NA,NA,137,NA,166,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,76679,16231,92910,NA,NA,NA,NA,559.7007299270073,NA,559.6987951807229,NA,NA,NA,NA,NA,NA,10,75,NA,36,NA,NA,49,NA,132,NA,NA,169,NA,NA,NA,10,75,NA,36,NA,NA,36,NA,120,NA,NA,156,NA,NA,NA,5597,41977,NA,20149,NA,NA,20149,NA,67264,NA,NA,87313,NA,NA,NA,559.7,559.6933333333334,NA,559.6944444444445,NA,NA,559.6944444444445,NA,560.5333333333333,NA,NA,559.6987179487179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
228547,00362600,Tarrant County College District,TX,2 Year,Public,0.003,0.071,0.176,0.324,0.001,0.344,0.038,0.201,0.799,0.469,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,66547560,92820269,0,0,8910225,0,0,0,0,"P425E200806 (Student Aid) / $66,547,560|P425E203580 (Student Aid) / $0|P425F203850 (Institutional Portion) / $92,820,269|P425L200307 (Minority Serving Institutions) / $8,910,225",NA,10332,9793,42834,NA,NA,0,7209,NA,9707,NA,NA,31584,25470560,821100,895020,1086100,2323800,0,0,5126020,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,400,250,100,250,0,0,100,4500,4500,5446,4500,0,0,5446,17064134,7789087,20139203,19230050,0,0,64222474,2367.059786378139,NA,2074.709281961471,1776.448036951501,NA,NA,2033.38633485309,44247,0.6303350618268847,8208,0.2598784194528875,215,4934,12428,23313,113,23047,2739,2179,437,791,27724,41681,791,20715,48690,80,2306,7205,11535,NA,7363,1219,1037,NA,791,10623,20170,791,10825,19331,164750,4205257,12628300,20639973,NA,17747570,2310900,2262700,NA,416330,20982280,39073470,416330,23310513,36745237,2059.375,1823.615351257589,1752.713393476752,1789.334460338102,2006.25,2410.372130924895,1895.734208367514,2181.967213114754,0,526.3337547408344,1975.174621105149,1937.20723847298,526.3337547408344,2153.396120092379,1900.845119238529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
247825,02362800,Austin Graduate School of Theology,TX,4 Year,Private Not-For-Profit,0,0,0.391,0.087,0,0.522,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,35674,50473,0,0,0,0,0,489865,0,"P425E204552 (Student Aid) / $35,674|P425F203327 (Institutional Portion) / $50,473|P425N200225 (Fund for the Improvement of Postsecondary Education) / $489,865",NA,NA,NA,9,5,4,0,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,600,200,0,0,200,0,0,867,867,0,0,867,0,0,1467,3601,0,0,5068,NA,NA,NA,NA,NA,NA,563.1111111111111,12,0.5714285714285714,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3001,NA,NA,NA,NA,3201,NA,NA,NA,NA,NA,NA,555.6666666666666,NA,NA,NA,NA,NA,NA,NA,640.2,NA,NA,NA,NA,12,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
228802,01116300,The University of Texas at Tyler,TX,4 Year,Public,0.004,0.048,0.119,0.214,0.001,0.544,0.036,0.585,0.415,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,14123552,18210448,0,0,0,0,0,0,0,"P425E202799 (Student Aid) / $14,123,552|P425F202847 (Institutional Portion) / $18,210,448",3029,4073,723,1289,1648,1783,0,1418,1022,228,627,233,3712,723942,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,138,300,255,300,147,300,138,15000,14021,11400,8250,10300,14000,15000,6476740,2662641,892345,498711,2781937,771973,14084347,4567.517630465444,2605.323874755381,3913.793859649123,2710.385869565217,4436.901116427432,3313.188841201717,3794.274515086207,NA,0,NA,0,53,675,1541,2754,NA,6665,473,79,297,NA,NA,7975,NA,NA,6988,NA,217,675,946,NA,1528,142,21,168,NA,NA,2468,NA,NA,2240,NA,968832,2978005,3692060,NA,5229994,553294,84494,548492,NA,NA,9435707,NA,NA,8355712,3226.428571428572,4464.663594470047,4411.859259259259,3902.811839323467,NA,3422.770942408377,3896.43661971831,4023.52380952381,3264.833333333333,NA,NA,3823.220016207456,NA,NA,3730.228571428571,9114,119,3431,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
226675,00661200,Covenant School of Nursing and Allied Health,TX,2 Year,Private Not-For-Profit,0.004,0.036,0.057,0.371,0.004,0.429,0.021,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,201912,201911,0,0,0,0,0,96177,0,"P425E203337 (Student Aid) / $201,912|P425F204200 (Institutional Portion) / $201,911|P425N200515 (Fund for the Improvement of Postsecondary Education) / $96,177",NA,4480,NA,NA,NA,NA,0,NA,66,NA,NA,NA,75,26907.16,NA,NA,NA,NA,NA,NA,0,39181.45,56995.55,0,0,0,0,96177,NA,NA,NA,NA,NA,NA,0,1000,500,0,0,0,0,500,3000,3000,0,0,0,0,3000,70156.45,189545.87,0,0,0,0,259702.32,NA,2871.907121212122,NA,NA,NA,NA,3462.6976,NA,NA,NA,NA,NA,16,26,171,NA,199,11,85,NA,NA,NA,444,NA,339,NA,NA,NA,5,31,NA,34,NA,NA,NA,NA,NA,66,NA,NA,54,NA,NA,5600,50383.04,NA,59935.12,NA,NA,NA,NA,NA,109987.71,NA,NA,92968.16,NA,1000,1120,1625.25935483871,NA,1762.797647058824,1700,1666.666666666667,NA,NA,NA,1666.480454545455,NA,1459.52380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
229160,00364500,Texas Wesleyan University,TX,4 Year,Private Not-For-Profit,0.008,0.033,0.183,0.263,0.003,0.303,0.074,NA,NA,0.538,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,4589830,5774834,0,0,678228,0,0,0,0,"P425E200328 (Student Aid) / $4,589,830|P425F200190 (Institutional Portion) / $5,774,834|P425L200034 (Minority Serving Institutions) / $678,228",892,771,111,667,410,527,0,517,230,46,245,187,1251,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1000,1000,1480,1000,1000,1000,1000,4481,4481,4481,4481,4481,4481,4481,1688034,539817,114146,62679,746055,500348,3651079,3265.056092843327,2347.030434782609,2481.434782608696,2410.730769230769,3045.122448979592,2675.657754010695,2918.528377298162,NA,0,NA,0,22,118,678,961,NA,1068,139,72,309,NA,NA,1972,NA,NA,2089,5,61,305,424,NA,296,58,24,74,NA,NA,786,NA,NA,640,17169,178637,918919,1281621,NA,827279,153966,77719,182001,NA,NA,2339317,NA,NA,1883000,3433.8,2928.475409836065,3012.849180327869,3022.691037735849,NA,2794.861486486487,2654.586206896552,3238.291666666667,2459.472972972973,NA,NA,2976.230279898219,NA,NA,2942.1875,1906,260,935,58,1804,237,977,55,1869,244,305,1320,922,42,1,1
225414,01171100,University of Houston-Clear Lake,TX,4 Year,Public,0.002,0.085,0.089,0.392,0.001,0.345,0.032,0.472,0.528,0.358,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,14565544,18980986,0,0,2191991,0,0,0,0,"P425E200397 (Student Aid) / $14,565,544|P425F200399 (Institutional Portion) / $18,980,986|P425L200140 (Minority Serving Institutions) / $2,191,991",1937,2201,1713,2889,1055,2271,0,970,502,928,459,636,4087,0,335684.75,125066.25,280974.61,179796.21,39088.49,127858.85,1088469.16,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,126,80,126,12,200,200,12,6488,9628,5807,8905,12796,6333,12796,1331066.56,632589.65,1181741.04,762537.0499999999,450951.99,770095.5399999999,5128981.83,1372.233567010309,1260.13874501992,1273.4278448275859,1288.069341216216,982.4662091503268,1210.842044025157,1254.950288720333,7394,0.6127962870876844,2044,0.5001223391240519,15,946,1066,4893,NA,3894,381,125,738,NA,NA,7737,NA,6668,NA,4,357,473,1777,NA,957,117,22,377,NA,NA,2866,NA,2338,NA,3701,493516.07,642416.58,2306980.35,NA,1219948.92,154809.14,33952.28,268863.49,NA,NA,3714433.84,NA,3030427.27,NA,925.25,1382.397955182073,1358.174587737843,1298.244428812606,NA,1274.763761755486,1323.155042735043,1543.285454545455,713.1657559681697,NA,NA,1296.034138171668,NA,1296.162219846022,NA,8590,1136,3287,345,8346,969,3226,345,8158,961,1362,5835,3339,386,1,1
224110,00355800,North Central Texas College,TX,2 Year,Public,0.006,0.048,0.091,0.224,0.001,0.557,0.036,NA,NA,0.337,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,12026838,16597303,0,0,0,1262109,0,0,0,"P425E200080 (Student Aid) / $12,026,838|P425F200005 (Institutional Portion) / $16,597,303|P425M200815 (Strengthening Institutions Program) / $1,262,109",NA,2350,1614,4427,NA,NA,0,NA,2326,1528,NA,NA,8738,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,250,250,250,250,0,0,250,2500,2500,2500,2500,0,0,2500,1741315,1281868,1520886,1548487,0,0,6092556,NA,551.104041272571,995.3442408376964,454.2349662657671,NA,NA,697.2483405813688,4187,0.4241718164319724,3365,0.385099565117876,61,413,1018,2431,NA,5243,328,78,290,NA,NA,5813,NA,NA,6771,56,318,915,2248,NA,4597,281,57,257,NA,NA,5123,NA,NA,5867,32830,224691,92942.45,1627138.21,NA,2860744.65,219249,24915.5,169062.5,NA,NA,3959210.82,NA,NA,3678623.28,586.25,706.5754716981132,101.5764480874317,723.8159297153024,NA,622.3068631716336,780.2455516014235,437.1140350877193,657.8307392996109,NA,NA,772.8305328908842,NA,NA,627.0024339526163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
228884,00363800,Texas College,TX,4 Year,Private Not-For-Profit,0.004,0.002,0.825,0.108,0.001,0.025,0.019,NA,NA,0.756,1,0,0,0,0,0,0,1,0,0,0,0,0,0,TEXAS,5333176,6380522,12805325,0,0,0,0,0,0,"P425E201604 (Student Aid) / $4,153,750|P425E202931 (Student Aid) / $1,179,426|P425F200027 (Institutional Portion) / $6,380,522|P425J200002 (Historically Black Colleges and Universities) / $12,805,325",626,101,NA,NA,NA,NA,0,456,101,NA,NA,NA,561,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1538,1538,1538,4000,0,0,1538,10152,8614,4000,4000,0,0,10152,2132792,370603,7073,4000,0,0,2514468,4677.175438596491,3669.336633663366,NA,NA,NA,NA,4482.117647058823,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
225520,00357400,Howard College,TX,2 Year,Public,0.003,0.01,0.029,0.5,0.001,0.421,0.024,NA,NA,0.586,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,4555806,6375120,0,0,611264,0,0,0,0,"P425E201039 (Student Aid) / $4,555,806|P425F201960 (Institutional Portion) / $6,375,120|P425L200672 (Minority Serving Institutions) / $611,264",1057,1220,NA,3174,NA,NA,0,597,340,NA,NA,NA,1624,258000,7500,35771,0,45720.75,0,0,88991.75,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1500,1500,1500,1500,0,0,1500,3875,3875,3875,3875,0,0,3875,1495750,738630,754054,805375,0,0,3793809,2505.443886097152,2172.441176470588,NA,2102.806788511749,NA,NA,2336.089285714286,2729,0.4727178243547549,264,0.1625615763546798,18,72,184,2814,NA,2463,145,16,57,NA,NA,3634,NA,NA,4680,NA,17,64,929,NA,536,53,NA,19,NA,NA,1213,NA,NA,949,NA,33375,156875,2174054,NA,1248880,127000,NA,39375,NA,NA,2885630,NA,NA,2165929,2687.5,1963.235294117647,2451.171875,2340.208826695371,NA,2330,2396.22641509434,0,2072.368421052632,NA,NA,2378.920032976092,NA,NA,2282.327713382508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
